site,date,bike,ped
4002_SB,2022-04-29,1,148,149
4002_SB,2022-04-27,4,75,79
4002_SB,2022-04-26,2,137,139
4002_SB,2022-04-24,13,887,900
4002_SB,2022-04-20,34,757,791
4002_SB,2022-04-19,24,58,82
4002_SB,2022-04-18,16,89,105
4002_SB,2022-04-17,7,50,57
4002_SB,2022-04-16,31,43,74
4002_SB,2022-04-15,29,51,80
4002_SB,2022-04-14,33,41,74
4002_SB,2022-04-13,46,86,132
4002_SB,2022-04-12,44,93,137
4002_SB,2022-04-11,35,122,157
4002_SB,2022-04-10,24,49,73
4002_SB,2022-04-09,14,59,73
4002_SB,2022-04-08,26,71,97
4002_SB,2022-04-07,61,63,124
4002_SB,2022-04-06,17,75,92
4002_SB,2022-04-05,40,66,106
4002_SB,2022-04-04,43,68,111
4002_SB,2022-04-03,17,42,59
4002_SB,2022-04-02,16,49,65
4002_SB,2022-04-01,8,39,47
4002_SB,2022-03-31,36,61,97
4002_SB,2022-03-30,30,70,100
4002_SB,2022-03-29,18,37,55
4002_SB,2022-03-28,18,32,50
4002_SB,2022-03-27,13,45,58
4002_SB,2022-03-26,22,57,79
4002_SB,2022-03-25,15,61,76
4002_SB,2022-03-24,10,28,38
4002_SB,2022-03-23,21,67,88
4002_SB,2022-03-22,27,42,69
4002_SB,2022-03-21,18,0,18
4002_SB,2022-03-20,36,8,44
4002_SB,2022-03-19,1,0,1
4002_SB,2022-03-18,31,3,34
4002_SB,2022-03-17,37,0,37
4002_SB,2022-03-16,23,0,23
4002_SB,2022-03-15,23,0,23
4002_SB,2022-03-14,24,0,24
4002_SB,2022-03-13,1,0,1
4002_SB,2022-03-12,2,0,2
4002_SB,2022-03-11,17,0,17
4002_SB,2022-03-10,19,0,19
4002_SB,2022-03-09,19,0,19
4002_SB,2022-03-08,16,0,16
4002_SB,2022-03-07,26,0,26
4002_SB,2022-03-06,9,0,9
4002_SB,2022-03-05,8,0,8
4002_SB,2022-03-04,12,38,50
4002_SB,2022-03-03,19,41,60
4002_SB,2022-03-02,21,39,60
4002_SB,2022-03-01,16,38,54
4002_SB,2022-02-28,16,21,37
4002_SB,2022-02-27,1,43,44
4002_SB,2022-02-26,1,49,50
4002_SB,2022-02-25,3,19,22
4002_SB,2022-02-24,13,42,55
4002_SB,2022-02-23,28,47,75
4002_SB,2022-02-22,16,39,55
4002_SB,2022-02-21,20,61,81
4002_SB,2022-02-20,1,32,33
4002_SB,2022-02-19,5,33,38
4002_SB,2022-02-18,13,39,52
4002_SB,2022-02-17,25,52,77
4002_SB,2022-02-16,16,38,54
4002_SB,2022-02-15,15,22,37
4002_SB,2022-02-14,5,25,30
4002_SB,2022-02-13,0,25,25
4002_SB,2022-02-12,20,44,64
4002_SB,2022-02-11,12,15,27
4002_SB,2022-02-10,30,15,45
4002_SB,2022-02-09,38,11,49
4002_SB,2022-02-08,10,6,16
4002_SB,2022-02-07,11,20,31
4002_SB,2022-02-06,2,29,31
4002_SB,2022-02-05,2,44,46
4002_SB,2022-02-04,3,19,22
4002_SB,2022-02-03,26,48,74
4002_SB,2022-02-02,17,38,55
4002_SB,2022-02-01,9,36,45
4002_SB,2022-01-31,11,45,56
4002_SB,2022-01-30,0,37,37
4002_SB,2022-01-29,0,9,9
4002_SB,2022-01-28,11,56,67
4002_SB,2022-01-27,15,46,61
4002_SB,2022-01-26,16,23,39
4002_SB,2022-01-25,24,60,84
4002_SB,2022-01-24,9,63,72
4002_SB,2022-01-23,7,38,45
4002_SB,2022-01-22,6,29,35
4002_SB,2022-01-21,4,32,36
4002_SB,2022-01-20,12,38,50
4002_SB,2022-01-19,25,61,86
4002_SB,2022-01-18,8,58,66
4002_SB,2022-01-17,6,38,44
4002_SB,2022-01-16,3,36,39
4002_SB,2022-01-15,0,27,27
4002_SB,2022-01-14,7,47,54
4002_SB,2022-01-13,13,50,63
4002_SB,2022-01-12,19,60,79
4002_SB,2022-01-11,7,35,42
4002_SB,2022-01-10,10,64,74
4002_SB,2022-01-09,1,55,56
4002_SB,2022-01-08,1,34,35
4002_SB,2022-01-07,2,59,61
4002_SB,2022-01-06,13,53,66
4002_SB,2022-01-05,6,54,60
4002_SB,2022-01-04,2,60,62
4002_SB,2022-01-03,4,41,45
4002_SB,2022-01-02,2,40,42
4002_SB,2022-01-01,2,41,43
4002_SB,2021-12-31,8,48,56
4002_SB,2021-12-30,11,39,50
4002_SB,2021-12-29,6,42,48
4002_SB,2021-12-28,7,50,57
4002_SB,2021-12-27,6,41,47
4002_SB,2021-12-26,5,44,49
4002_SB,2021-12-25,1,17,18
4002_SB,2021-12-24,2,37,39
4002_SB,2021-12-23,21,34,55
4002_SB,2021-12-22,18,43,61
4002_SB,2021-12-21,20,36,56
4002_SB,2021-12-20,10,47,57
4002_SB,2021-12-19,4,28,32
4002_SB,2021-12-18,8,29,37
4002_SB,2021-12-17,25,57,82
4002_SB,2021-12-16,15,71,86
4002_SB,2021-12-15,13,51,64
4002_SB,2021-12-14,37,61,98
4002_SB,2021-12-13,23,72,95
4002_SB,2021-12-12,2,43,45
4002_SB,2021-12-11,2,46,48
4002_SB,2021-12-10,11,51,62
4002_SB,2021-12-09,31,56,87
4002_SB,2021-12-08,23,59,82
4002_SB,2021-12-07,41,181,222
4002_SB,2021-12-06,18,61,79
4002_SB,2021-12-05,12,63,75
4002_SB,2021-12-04,8,51,59
4002_SB,2021-12-03,11,58,69
4002_SB,2021-12-02,20,51,71
4002_SB,2021-12-01,37,56,93
4002_SB,2021-11-30,34,78,112
4002_SB,2021-11-29,21,68,89
4002_SB,2021-11-28,8,58,66
4002_SB,2021-11-27,8,43,51
4002_SB,2021-11-26,6,31,37
4002_SB,2021-11-25,13,47,60
4002_SB,2021-11-24,15,50,65
4002_SB,2021-11-23,9,64,73
4002_SB,2021-11-22,22,47,69
4002_SB,2021-11-21,6,56,62
4002_SB,2021-11-20,20,49,69
4002_SB,2021-11-19,19,69,88
4002_SB,2021-11-18,44,82,126
4002_SB,2021-11-17,34,59,93
4002_SB,2021-11-16,25,68,93
4002_SB,2021-11-15,23,69,92
4002_SB,2021-11-14,8,73,81
4002_SB,2021-11-13,21,71,92
4002_SB,2021-11-12,9,49,58
4002_SB,2021-11-11,35,70,105
4002_SB,2021-11-10,35,88,123
4002_SB,2021-11-09,51,80,131
4002_SB,2021-11-08,22,85,107
4002_SB,2021-11-07,20,69,89
4002_SB,2021-11-06,16,63,79
4002_SB,2021-11-05,25,52,77
4002_SB,2021-11-04,41,70,111
4002_SB,2021-11-03,34,72,106
4002_SB,2021-11-02,47,75,122
4002_SB,2021-11-01,66,161,227
4002_SB,2021-10-31,40,136,176
4002_SB,2021-10-30,5,53,58
4002_SB,2021-10-29,28,57,85
4002_SB,2021-10-28,25,53,78
4002_SB,2021-10-27,2,16,18
4002_SB,2021-10-26,11,34,45
4002_SB,2021-10-25,15,36,51
4002_SB,2021-10-24,18,74,92
4002_SB,2021-10-23,117,63,180
4002_SB,2021-10-22,45,82,127
4002_SB,2021-10-21,54,83,137
4002_SB,2021-10-20,66,80,146
4002_SB,2021-10-19,56,63,119
4002_SB,2021-10-18,52,77,129
4002_SB,2021-10-17,30,73,103
4002_SB,2021-10-16,89,102,191
4002_SB,2021-10-15,38,84,122
4002_SB,2021-10-14,58,84,142
4002_SB,2021-10-13,74,89,163
4002_SB,2021-10-12,63,81,144
4002_SB,2021-10-11,35,93,128
4002_SB,2021-10-10,31,81,112
4002_SB,2021-10-09,113,66,179
4002_SB,2021-10-08,45,65,110
4002_SB,2021-10-07,43,71,114
4002_SB,2021-10-06,57,106,163
4002_SB,2021-10-05,25,76,101
4002_SB,2021-10-04,14,37,51
4002_SB,2021-10-03,37,80,117
4002_SB,2021-10-02,34,75,109
4002_SB,2021-10-01,59,60,119
4002_SB,2021-09-30,57,69,126
4002_SB,2021-09-29,38,84,122
4002_SB,2021-09-28,13,41,54
4002_SB,2021-09-27,34,102,136
4002_SB,2021-09-26,38,67,105
4002_SB,2021-09-25,32,79,111
4002_SB,2021-09-24,21,90,111
4002_SB,2021-09-23,35,67,102
4002_SB,2021-09-22,48,64,112
4002_SB,2021-09-21,35,72,107
4002_SB,2021-09-20,43,108,151
4002_SB,2021-09-19,28,75,103
4002_SB,2021-09-18,37,66,103
4002_SB,2021-09-17,30,55,85
4002_SB,2021-09-16,25,53,78
4002_SB,2021-09-15,51,68,119
4002_SB,2021-09-14,73,91,164
4002_SB,2021-09-13,45,80,125
4002_SB,2021-09-12,37,65,102
4002_SB,2021-09-11,54,68,122
4002_SB,2021-09-10,56,73,129
4002_SB,2021-09-09,24,39,63
4002_SB,2021-09-08,63,68,131
4002_SB,2021-09-07,51,123,174
4002_SB,2021-09-06,52,62,114
4002_SB,2021-09-05,20,60,80
4002_SB,2021-09-04,55,65,120
4002_SB,2021-09-03,37,71,108
4002_SB,2021-09-02,22,49,71
4002_SB,2021-09-01,22,44,66
4002_SB,2021-08-31,34,84,118
4002_SB,2021-08-30,32,70,102
4002_SB,2021-08-29,45,78,123
4002_SB,2021-08-28,38,51,89
4002_SB,2021-08-27,33,60,93
4002_SB,2021-08-26,32,61,93
4002_SB,2021-08-25,111,74,185
4002_SB,2021-08-24,53,71,124
4002_SB,2021-08-23,20,94,114
4002_SB,2021-08-22,4,60,64
4002_SB,2021-08-21,64,64,128
4002_SB,2021-08-20,31,85,116
4002_SB,2021-08-19,12,50,62
4002_SB,2021-08-18,37,78,115
4002_SB,2021-08-17,51,83,134
4002_SB,2021-08-16,34,104,138
4002_SB,2021-08-15,58,69,127
4002_SB,2021-08-14,44,64,108
4002_SB,2021-08-13,25,75,100
4002_SB,2021-08-12,25,80,105
4002_SB,2021-08-11,42,71,113
4002_SB,2021-08-10,36,94,130
4002_SB,2021-08-09,31,80,111
4002_SB,2021-08-08,38,76,114
4002_SB,2021-08-07,55,51,106
4002_SB,2021-08-06,32,110,142
4002_SB,2021-08-05,11,41,52
4002_SB,2021-08-04,41,72,113
4002_SB,2021-08-03,46,77,123
4002_SB,2021-08-02,32,102,134
4002_SB,2021-08-01,60,45,105
4002_SB,2021-07-31,57,63,120
4002_SB,2021-07-30,35,85,120
4002_SB,2021-07-29,33,60,93
4002_SB,2021-07-28,42,52,94
4002_SB,2021-07-27,48,60,108
4002_SB,2021-07-26,38,64,102
4002_SB,2021-07-25,16,53,69
4002_SB,2021-07-24,70,48,118
4002_SB,2021-07-23,36,98,134
4002_SB,2021-07-22,42,115,157
4002_SB,2021-07-21,26,65,91
4002_SB,2021-07-20,30,85,115
4002_SB,2021-07-19,28,77,105
4002_SB,2021-07-18,6,32,38
4002_SB,2021-07-17,52,53,105
4002_SB,2021-07-16,31,48,79
4002_SB,2021-07-15,57,56,113
4002_SB,2021-07-14,25,71,96
4002_SB,2021-07-13,39,71,110
4002_SB,2021-07-12,16,40,56
4002_SB,2021-07-11,58,41,99
4002_SB,2021-07-10,41,60,101
4002_SB,2021-07-09,1,32,33
4002_SB,2021-07-08,20,73,93
4002_SB,2021-07-07,32,57,89
4002_SB,2021-07-06,20,65,85
4002_SB,2021-07-05,54,53,107
4002_SB,2021-07-04,17,52,69
4002_SB,2021-07-03,18,32,50
4002_SB,2021-07-02,25,24,49
4002_SB,2021-07-01,55,53,108
4002_SB,2021-06-30,58,31,89
4003_EB,2023-08-11,12,31,43
4003_EB,2023-08-10,15,26,41
4003_EB,2023-08-09,24,31,55
4003_EB,2023-08-08,6,16,22
4003_EB,2023-08-07,5,25,30
4003_EB,2023-08-06,11,16,27
4003_EB,2023-08-05,15,26,41
4003_EB,2023-08-04,10,29,39
4003_EB,2023-08-03,15,26,41
4003_EB,2023-08-02,18,38,56
4003_EB,2023-08-01,26,38,64
4003_EB,2023-07-31,11,14,25
4003_EB,2023-07-30,19,51,70
4003_EB,2023-07-29,9,16,25
4003_EB,2023-07-28,17,25,42
4003_EB,2023-07-27,3,29,32
4003_EB,2023-07-26,5,36,41
4003_EB,2023-07-25,9,37,46
4003_EB,2023-07-24,23,39,62
4003_EB,2023-07-23,11,19,30
4003_EB,2023-07-22,10,21,31
4003_EB,2023-07-21,5,15,20
4003_EB,2023-07-20,13,38,51
4003_EB,2023-07-19,26,37,63
4003_EB,2023-07-18,6,35,41
4003_EB,2023-07-17,26,34,60
4003_EB,2023-07-16,0,8,8
4003_EB,2023-07-15,6,15,21
4003_EB,2023-07-14,9,9,18
4003_EB,2023-07-13,12,54,66
4003_EB,2023-07-12,10,24,34
4003_EB,2023-07-11,30,50,80
4003_EB,2023-07-10,0,16,16
4003_EB,2023-07-09,20,20,40
4003_EB,2023-07-08,10,15,25
4003_EB,2023-07-07,7,27,34
4003_EB,2023-07-06,7,18,25
4003_EB,2023-07-05,19,22,41
4003_EB,2023-07-04,10,38,48
4003_EB,2023-07-03,4,17,21
4003_EB,2023-07-02,0,6,6
4003_EB,2023-07-01,33,36,69
4003_EB,2023-06-30,12,26,38
4003_EB,2023-06-29,8,31,39
4003_EB,2023-06-28,7,5,12
4003_EB,2023-06-27,13,28,41
4003_EB,2023-06-26,3,18,21
4003_EB,2023-06-25,8,17,25
4003_EB,2023-06-24,4,20,24
4003_EB,2023-06-23,27,25,52
4003_EB,2023-06-22,16,38,54
4003_EB,2023-06-21,16,56,72
4003_EB,2023-06-20,6,26,32
4003_EB,2023-06-19,4,25,29
4003_EB,2023-06-18,30,37,67
4003_EB,2023-06-17,2,7,9
4003_EB,2023-06-16,13,19,32
4003_EB,2023-06-15,10,30,40
4003_EB,2023-06-14,21,25,46
4003_EB,2023-06-13,11,29,40
4003_EB,2023-06-12,18,22,40
4003_EB,2023-06-11,14,39,53
4003_EB,2023-06-10,12,42,54
4003_EB,2023-06-09,4,24,28
4003_EB,2023-06-08,11,21,32
4003_EB,2023-06-07,12,43,55
4003_EB,2023-06-06,11,33,44
4003_EB,2023-06-05,2,24,26
4003_EB,2023-06-04,3,9,12
4003_EB,2023-06-03,6,17,23
4003_EB,2023-06-02,2,17,19
4003_EB,2023-06-01,10,29,39
4003_EB,2023-05-31,21,39,60
4003_EB,2023-05-30,34,34,68
4003_EB,2023-05-29,22,26,48
4003_EB,2023-05-28,7,23,30
4003_EB,2023-05-27,13,26,39
4003_EB,2023-05-26,15,22,37
4003_EB,2023-05-25,14,27,41
4003_EB,2023-05-24,8,22,30
4003_EB,2023-05-23,23,29,52
4003_EB,2023-05-22,8,45,53
4003_EB,2023-05-21,17,36,53
4003_EB,2023-05-20,2,19,21
4003_EB,2023-05-19,24,40,64
4003_EB,2023-05-18,22,35,57
4003_EB,2023-05-17,13,17,30
4003_EB,2023-05-16,26,37,63
4003_EB,2023-05-15,5,30,35
4003_EB,2023-05-14,22,38,60
4003_EB,2023-05-13,23,20,43
4003_EB,2023-05-12,48,30,78
4003_EB,2023-05-11,16,24,40
4003_EB,2023-05-10,21,21,42
4003_EB,2023-05-09,18,39,57
4003_EB,2023-05-08,12,39,51
4003_EB,2023-05-07,14,35,49
4003_EB,2023-05-06,19,37,56
4003_EB,2023-05-05,8,40,48
4003_EB,2023-05-04,5,28,33
4003_EB,2023-05-03,6,28,34
4003_EB,2023-05-02,12,19,31
4003_EB,2023-05-01,7,42,49
4003_EB,2023-04-30,0,9,9
4003_EB,2023-04-29,7,15,22
4003_EB,2023-04-28,12,48,60
4003_EB,2023-04-27,7,33,40
4003_EB,2023-04-26,5,40,45
4003_EB,2023-04-25,10,24,34
4003_EB,2023-04-24,7,31,38
4003_EB,2023-04-23,2,7,9
4003_EB,2023-04-22,12,18,30
4003_EB,2023-04-21,14,32,46
4003_EB,2023-04-20,13,19,32
4003_EB,2023-04-19,4,16,20
4003_EB,2023-04-18,13,25,38
4003_EB,2023-04-17,1,13,14
4003_EB,2023-04-16,5,19,24
4003_EB,2023-04-15,5,22,27
4003_EB,2023-04-14,27,24,51
4003_EB,2023-04-13,14,27,41
4003_EB,2023-04-12,12,34,46
4003_EB,2023-04-11,9,24,33
4003_EB,2023-04-10,27,22,49
4003_EB,2023-04-09,14,18,32
4003_EB,2023-04-08,4,29,33
4003_EB,2023-04-07,11,26,37
4003_EB,2023-04-06,7,24,31
4003_EB,2023-04-05,10,15,25
4003_EB,2023-04-04,13,17,30
4003_EB,2023-04-03,4,24,28
4003_EB,2023-04-02,2,15,17
4003_EB,2023-04-01,6,18,24
4003_EB,2023-03-31,3,27,30
4003_EB,2023-03-30,6,23,29
4003_EB,2023-03-29,3,42,45
4003_EB,2023-03-28,3,23,26
4003_EB,2023-03-27,6,43,49
4003_EB,2023-03-26,3,25,28
4003_EB,2023-03-25,3,24,27
4003_EB,2023-03-24,5,37,42
4003_EB,2023-03-23,5,26,31
4003_EB,2023-03-22,7,39,46
4003_EB,2023-03-21,8,27,35
4003_EB,2023-03-20,5,28,33
4003_EB,2023-03-19,4,13,17
4003_EB,2023-03-18,10,37,47
4003_EB,2023-03-17,11,24,35
4003_EB,2023-03-16,11,29,40
4003_EB,2023-03-15,4,20,24
4003_EB,2023-03-14,4,1,5
4003_EB,2023-03-13,0,23,23
4003_EB,2023-03-12,2,25,27
4003_EB,2023-03-11,4,11,15
4003_EB,2023-03-10,8,23,31
4003_EB,2023-03-09,10,30,40
4003_EB,2023-03-08,1,17,18
4003_EB,2023-03-07,8,15,23
4003_EB,2023-03-06,14,21,35
4003_EB,2023-03-05,4,11,15
4003_EB,2023-03-04,3,8,11
4003_EB,2023-03-03,1,26,27
4003_EB,2023-03-02,2,19,21
4003_EB,2023-03-01,3,15,18
4003_EB,2023-02-28,1,10,11
4003_EB,2023-02-27,1,27,28
4003_EB,2023-02-26,1,5,6
4003_EB,2023-02-25,2,8,10
4003_EB,2023-02-24,3,14,17
4003_EB,2023-02-23,6,8,14
4003_EB,2023-02-22,2,24,26
4003_EB,2023-02-21,2,7,9
4003_EB,2023-02-20,6,26,32
4003_EB,2023-02-19,3,13,16
4003_EB,2023-02-18,2,13,15
4003_EB,2023-02-17,6,17,23
4003_EB,2023-02-16,6,21,27
4003_EB,2023-02-15,11,22,33
4003_EB,2023-02-14,5,31,36
4003_EB,2023-02-13,9,19,28
4003_EB,2023-02-12,3,28,31
4003_EB,2023-02-11,3,14,17
4003_EB,2023-02-10,3,23,26
4003_EB,2023-02-09,1,19,20
4003_EB,2023-02-08,6,21,27
4003_EB,2023-02-07,2,18,20
4003_EB,2023-02-06,3,17,20
4003_EB,2023-02-05,5,9,14
4003_EB,2023-02-04,1,8,9
4003_EB,2023-02-03,0,11,11
4003_EB,2023-02-02,2,22,24
4003_EB,2023-02-01,0,18,18
4003_EB,2023-01-31,3,14,17
4003_EB,2023-01-30,3,37,40
4003_EB,2023-01-29,1,16,17
4003_EB,2023-01-28,1,20,21
4003_EB,2023-01-27,3,20,23
4003_EB,2023-01-26,1,31,32
4003_EB,2023-01-25,5,21,26
4003_EB,2023-01-24,6,14,20
4003_EB,2023-01-23,0,6,6
4003_EB,2023-01-22,2,8,10
4003_EB,2023-01-21,4,9,13
4003_EB,2023-01-20,3,17,20
4003_EB,2023-01-19,3,18,21
4003_EB,2023-01-18,2,25,27
4003_EB,2023-01-17,4,22,26
4003_EB,2023-01-16,0,4,4
4003_EB,2023-01-15,0,20,20
4003_EB,2023-01-14,0,11,11
4003_EB,2023-01-13,0,21,21
4003_EB,2023-01-12,4,5,9
4003_EB,2023-01-11,1,14,15
4003_EB,2023-01-10,1,19,20
4003_EB,2023-01-09,3,24,27
4003_EB,2023-01-08,1,8,9
4003_EB,2023-01-07,1,21,22
4003_EB,2023-01-06,1,7,8
4003_EB,2023-01-05,2,6,8
4003_EB,2023-01-04,3,15,18
4003_EB,2023-01-03,3,7,10
4003_EB,2023-01-02,3,10,13
4003_EB,2023-01-01,5,21,26
4003_EB,2022-12-31,0,11,11
4003_EB,2022-12-30,3,23,26
4003_EB,2022-12-29,3,15,18
4003_EB,2022-12-28,2,12,14
4003_EB,2022-12-27,4,21,25
4003_EB,2022-12-26,0,12,12
4003_EB,2022-12-25,1,16,17
4003_EB,2022-12-24,1,13,14
4003_EB,2022-12-23,1,6,7
4003_EB,2022-12-22,6,9,15
4003_EB,2022-12-21,2,23,25
4003_EB,2022-12-20,4,21,25
4003_EB,2022-12-19,2,26,28
4003_EB,2022-12-18,4,18,22
4003_EB,2022-12-17,1,14,15
4003_EB,2022-12-16,0,5,5
4003_EB,2022-12-15,1,15,16
4003_EB,2022-12-14,0,0,0
4003_EB,2022-12-13,2,22,24
4003_EB,2022-12-12,3,17,20
4003_EB,2022-12-11,0,12,12
4003_EB,2022-12-10,5,30,35
4003_EB,2022-12-09,1,14,15
4003_EB,2022-12-08,2,15,17
4003_EB,2022-12-07,2,19,21
4003_EB,2022-12-06,3,17,20
4003_EB,2022-12-05,6,18,24
4003_EB,2022-12-04,5,16,21
4003_EB,2022-12-03,3,11,14
4003_EB,2022-12-02,0,27,27
4003_EB,2022-12-01,4,13,17
4003_EB,2022-11-30,2,9,11
4003_EB,2022-11-29,2,25,27
4003_EB,2022-11-28,2,28,30
4003_EB,2022-11-27,2,12,14
4003_EB,2022-11-26,4,22,26
4003_EB,2022-11-25,1,15,16
4003_EB,2022-11-24,1,20,21
4003_EB,2022-11-23,3,21,24
4003_EB,2022-11-22,1,14,15
4003_EB,2022-11-21,1,20,21
4003_EB,2022-11-20,2,15,17
4003_EB,2022-11-19,4,18,22
4003_EB,2022-11-18,3,23,26
4003_EB,2022-11-17,7,39,46
4003_EB,2022-11-16,1,15,16
4003_EB,2022-11-15,1,19,20
4003_EB,2022-11-14,7,23,30
4003_EB,2022-11-13,3,10,13
4003_EB,2022-11-12,12,32,44
4003_EB,2022-11-11,5,17,22
4003_EB,2022-11-10,6,25,31
4003_EB,2022-11-09,5,24,29
4003_EB,2022-11-08,4,21,25
4003_EB,2022-11-07,11,20,31
4003_EB,2022-11-06,12,29,41
4003_EB,2022-11-05,28,32,60
4003_EB,2022-11-04,11,26,37
4003_EB,2022-11-03,4,43,47
4003_EB,2022-11-02,9,32,41
4003_EB,2022-11-01,3,26,29
4003_EB,2022-10-31,2,19,21
4003_EB,2022-10-30,29,26,55
4003_EB,2022-10-29,10,19,29
4003_EB,2022-10-28,17,29,46
4003_EB,2022-10-27,33,33,66
4003_EB,2022-10-26,11,22,33
4003_EB,2022-10-25,4,27,31
4003_EB,2022-10-24,4,22,26
4003_EB,2022-10-23,16,14,30
4003_EB,2022-10-22,22,23,45
4003_EB,2022-10-21,24,31,55
4003_EB,2022-10-20,19,32,51
4003_EB,2022-10-19,25,21,46
4003_EB,2022-10-18,14,25,39
4003_EB,2022-10-17,7,26,33
4003_EB,2022-10-16,37,25,62
4003_EB,2022-10-15,26,28,54
4003_EB,2022-10-14,7,25,32
4003_EB,2022-10-13,15,12,27
4003_EB,2022-10-12,23,26,49
4003_EB,2022-10-11,22,16,38
4003_EB,2022-10-10,16,23,39
4003_EB,2022-10-09,9,29,38
4003_EB,2022-10-08,24,31,55
4003_EB,2022-10-07,15,33,48
4003_EB,2022-10-06,19,34,53
4003_EB,2022-10-05,9,14,23
4003_EB,2022-10-04,14,29,43
4003_EB,2022-10-03,12,26,38
4003_EB,2022-10-02,4,24,28
4003_EB,2022-10-01,12,15,27
4003_EB,2022-09-30,17,38,55
4003_EB,2022-09-29,27,30,57
4003_EB,2022-09-28,17,47,64
4003_EB,2022-09-27,32,33,65
4003_EB,2022-09-26,20,29,49
4003_EB,2022-09-25,15,16,31
4003_EB,2022-09-24,11,17,28
4003_EB,2022-09-23,18,30,48
4003_EB,2022-09-22,8,24,32
4003_EB,2022-09-21,18,32,50
4003_EB,2022-09-20,11,20,31
4003_EB,2022-09-19,13,28,41
4003_EB,2022-09-17,18,37,55
4003_EB,2022-09-16,22,22,44
4003_EB,2022-09-15,28,33,61
4003_EB,2022-09-14,12,31,43
4003_EB,2022-09-13,14,31,45
4003_EB,2022-09-12,30,47,77
4003_EB,2022-09-11,10,19,29
4003_EB,2022-09-10,17,19,36
4003_EB,2022-09-09,14,34,48
4003_EB,2022-09-08,18,26,44
4003_EB,2022-09-07,13,24,37
4003_EB,2022-09-06,3,9,12
4003_EB,2022-09-05,4,10,14
4003_EB,2022-09-03,10,24,34
4003_EB,2022-09-02,14,27,41
4003_EB,2022-09-01,19,36,55
4003_EB,2022-08-31,13,33,46
4003_EB,2022-08-29,38,25,63
4003_EB,2022-08-28,26,29,55
4003_EB,2022-08-27,15,25,40
4003_EB,2022-08-26,9,25,34
4003_EB,2022-08-25,22,21,43
4003_EB,2022-08-24,30,14,44
4003_EB,2022-08-23,14,24,38
4003_EB,2022-08-22,9,23,32
4003_EB,2022-08-21,18,21,39
4003_EB,2022-08-20,18,10,28
4003_EB,2022-08-19,20,32,52
4003_EB,2022-08-18,13,25,38
4003_EB,2022-08-17,15,38,53
4003_EB,2022-08-16,4,8,12
4003_EB,2022-08-15,18,22,40
4003_EB,2022-08-14,12,19,31
4003_EB,2022-08-13,20,18,38
4003_EB,2022-08-12,21,19,40
4003_EB,2022-08-11,22,24,46
4003_EB,2022-08-10,22,23,45
4003_EB,2022-08-09,13,14,27
4003_EB,2022-08-08,6,16,22
4003_EB,2022-08-07,21,17,38
4003_EB,2022-08-06,17,11,28
4003_EB,2022-08-05,5,18,23
4003_EB,2022-08-04,12,14,26
4003_EB,2022-08-03,35,21,56
4003_EB,2022-08-02,38,23,61
4003_EB,2022-08-01,7,19,26
4003_EB,2022-07-31,22,22,44
4003_EB,2022-07-30,41,25,66
4003_EB,2022-07-29,15,30,45
4003_EB,2022-07-28,11,27,38
4003_EB,2022-07-27,12,34,46
4003_EB,2022-07-26,13,29,42
4003_EB,2022-07-25,14,29,43
4003_EB,2022-07-24,7,13,20
4003_EB,2022-07-23,11,10,21
4003_EB,2022-07-22,16,14,30
4003_EB,2022-07-21,8,26,34
4003_EB,2022-07-20,16,26,42
4003_EB,2022-07-19,12,34,46
4003_EB,2022-07-18,9,20,29
4003_EB,2022-07-17,18,23,41
4003_EB,2022-07-16,15,18,33
4003_EB,2022-07-15,30,30,60
4003_EB,2022-07-14,22,40,62
4003_EB,2022-07-13,49,36,85
4003_EB,2022-07-12,13,42,55
4003_EB,2022-07-11,17,40,57
4003_EB,2022-07-10,27,20,47
4003_EB,2022-07-09,26,19,45
4003_EB,2022-07-08,25,16,41
4003_EB,2022-07-07,31,47,78
4003_EB,2022-07-06,19,33,52
4003_EB,2022-07-05,7,34,41
4003_EB,2022-07-04,18,23,41
4003_EB,2022-07-03,36,14,50
4003_EB,2022-07-02,11,29,40
4003_EB,2022-07-01,14,17,31
4003_EB,2022-06-30,42,24,66
4003_EB,2022-06-29,43,24,67
4003_EB,2022-06-28,40,31,71
4003_EB,2022-06-27,13,23,36
4003_EB,2022-06-26,12,8,20
4003_EB,2022-06-25,17,25,42
4003_EB,2022-06-24,31,26,57
4003_EB,2022-06-23,12,27,39
4003_EB,2022-06-22,18,25,43
4003_EB,2022-06-21,39,32,71
4003_EB,2022-06-20,29,33,62
4003_EB,2022-06-19,23,22,45
4003_EB,2022-06-18,26,17,43
4003_EB,2022-06-17,20,30,50
4003_EB,2022-06-16,18,36,54
4003_EB,2022-06-15,22,37,59
4003_EB,2022-06-14,25,21,46
4003_EB,2022-06-13,33,34,67
4003_EB,2022-06-12,19,45,64
4003_EB,2022-06-11,17,24,41
4003_EB,2022-06-10,50,26,76
4003_EB,2022-06-09,12,14,26
4003_EB,2022-06-08,18,24,42
4003_EB,2022-06-07,34,34,68
4003_EB,2022-06-06,33,19,52
4003_EB,2022-06-05,28,24,52
4003_EB,2022-06-04,30,24,54
4003_EB,2022-06-03,12,26,38
4003_EB,2022-06-02,16,20,36
4003_EB,2022-06-01,15,25,40
4003_EB,2022-05-31,18,64,82
4003_EB,2022-05-30,20,19,39
4003_EB,2022-05-29,25,25,50
